Time,TAPPLE_BID,TAPPLE_ASK,APPCHAT_BID,APPCHAT_ASK,BESLA_BID,BESLA_ASK,TAB_BID,TAB_ASK
395,112.98,113.02,19.56,19.58,308.16,308.22,611.70,611.94,
396,112.65,112.69,19.55,19.57,307.39,307.45,609.97,610.21,
397,112.36,112.40,19.59,19.61,308.14,308.20,610.46,610.70,
398,112.55,112.59,19.70,19.72,306.81,306.87,610.20,610.44,
399,112.68,112.72,19.72,19.74,308.23,308.29,612.96,613.20,
400,111.80,111.84,19.76,19.78,310.65,310.71,613.99,614.23,
401,112.08,112.12,19.76,19.78,311.66,311.72,616.24,616.48,
402,112.25,112.29,19.71,19.73,313.80,313.86,617.98,618.22,
403,112.58,112.62,19.69,19.71,312.89,312.95,617.00,617.24,
404,112.68,112.72,19.59,19.61,308.98,309.04,614.69,614.93,
405,113.39,113.43,19.47,19.49,308.68,308.74,614.67,614.91,
406,113.52,113.56,19.50,19.52,311.81,311.87,619.30,619.54,
407,113.51,113.55,19.52,19.54,311.24,311.30,618.97,619.21,
408,112.87,112.91,19.46,19.48,309.20,309.26,616.57,616.81,
409,113.03,113.07,19.47,19.49,308.22,308.28,615.97,616.21,
410,113.07,113.11,19.50,19.52,309.29,309.35,616.40,616.64,
411,113.11,113.15,19.45,19.47,310.61,310.67,616.94,617.18,
412,113.35,113.39,19.39,19.41,311.63,311.69,620.15,620.39,
413,112.98,113.02,19.34,19.36,309.95,310.01,616.55,616.79,
414,112.79,112.83,19.32,19.34,312.90,312.96,617.49,617.73,
415,113.07,113.11,19.29,19.31,312.76,312.82,617.46,617.70,
416,112.82,112.86,19.27,19.29,314.09,314.15,617.33,617.57,
417,112.98,113.02,19.24,19.26,312.45,312.51,615.14,615.38,
418,112.36,112.40,19.32,19.34,312.79,312.85,614.53,614.77,
419,112.37,112.41,19.35,19.37,313.85,313.91,615.97,616.21,
420,111.94,111.98,19.32,19.34,312.17,312.23,613.86,614.10,
421,111.60,111.64,19.39,19.41,314.72,314.78,615.43,615.67,
422,111.04,111.08,19.38,19.40,311.60,311.66,609.92,610.16,
423,111.40,111.44,19.40,19.42,315.23,315.29,615.55,615.79,
424,111.79,111.83,19.38,19.40,316.38,316.44,617.40,617.64,
425,112.12,112.16,19.41,19.43,319.86,319.92,621.15,621.39,
426,112.24,112.28,19.35,19.37,319.02,319.08,620.51,620.75,
427,112.45,112.49,19.23,19.25,318.91,318.97,620.62,620.86,
428,111.57,111.61,19.23,19.25,319.43,319.49,619.71,619.95,
429,111.70,111.74,19.34,19.36,318.75,318.81,618.17,618.41,
430,111.70,111.74,19.38,19.40,318.48,318.54,615.52,615.76,
431,111.91,111.95,19.35,19.37,317.92,317.98,613.03,613.27,
432,111.86,111.90,19.45,19.47,317.64,317.70,612.17,612.41,
433,111.80,111.84,19.45,19.47,315.32,315.38,608.86,609.10,
434,111.71,111.75,19.54,19.56,316.31,316.37,610.18,610.42,
435,111.28,111.32,19.57,19.59,317.03,317.09,610.17,610.41,
436,110.98,111.02,19.59,19.61,315.98,316.04,609.98,610.22,
437,110.74,110.78,19.67,19.69,316.17,316.23,610.22,610.46,
438,110.83,110.87,19.79,19.81,317.82,317.88,611.61,611.85,
439,110.95,110.99,19.74,19.76,318.24,318.30,611.82,612.06,
440,111.07,111.11,19.72,19.74,320.72,320.78,614.72,614.96,
441,111.21,111.25,19.73,19.75,321.39,321.45,614.60,614.84,
442,111.46,111.50,19.75,19.77,321.73,321.79,617.02,617.26,
443,111.23,111.27,19.80,19.82,322.49,322.55,616.43,616.67,
444,111.09,111.13,19.75,19.77,322.88,322.94,617.70,617.94,
445,111.09,111.13,19.80,19.82,321.15,321.21,616.64,616.88,
446,111.25,111.29,19.77,19.79,322.06,322.12,618.48,618.72,
447,110.96,111.00,19.77,19.79,321.55,321.61,618.48,618.72,
448,110.92,110.96,19.77,19.79,322.14,322.20,621.22,621.46,
449,110.42,110.46,19.74,19.76,317.83,317.89,615.08,615.32,
450,111.04,111.08,19.63,19.65,318.44,318.50,616.33,616.57,
451,110.68,110.72,19.57,19.59,317.76,317.82,614.94,615.18,
452,110.38,110.42,19.50,19.52,318.43,318.49,615.58,615.82,
453,110.22,110.26,19.48,19.50,317.53,317.59,615.36,615.60,
454,110.49,110.53,19.46,19.48,319.04,319.10,616.95,617.19,
455,110.54,110.58,19.54,19.56,318.40,318.46,616.42,616.66,
456,111.56,111.60,19.50,19.52,318.97,319.03,617.76,618.00,
457,112.11,112.15,19.50,19.52,318.55,318.61,617.79,618.03,
458,112.77,112.81,19.43,19.45,316.78,316.84,617.22,617.46,
459,112.13,112.17,19.52,19.54,315.48,315.54,615.38,615.62,
460,111.60,111.64,19.55,19.57,314.20,314.26,613.68,613.92,
461,111.84,111.88,19.64,19.66,308.45,308.51,607.72,607.96,
462,112.10,112.14,19.66,19.68,308.12,308.18,607.73,607.97,
463,111.75,111.79,19.69,19.71,311.08,311.14,610.77,611.01,
464,111.62,111.66,19.72,19.74,309.88,309.94,610.85,611.09,
465,111.02,111.06,19.72,19.74,311.49,311.55,611.71,611.95,
466,111.52,111.56,19.74,19.76,311.26,311.32,612.00,612.24,
467,110.96,111.00,19.71,19.73,313.85,313.91,614.06,614.30,
468,111.30,111.34,19.70,19.72,313.12,313.18,614.20,614.44,
469,111.35,111.39,19.72,19.74,312.81,312.87,614.00,614.24,
470,111.91,111.95,19.72,19.74,312.96,313.02,616.41,616.65,
471,110.96,111.00,19.64,19.66,312.51,312.57,613.99,614.23,
472,110.82,110.86,19.56,19.58,312.94,313.00,612.59,612.83,
473,110.32,110.36,19.58,19.60,316.15,316.21,615.60,615.84,
474,110.06,110.10,19.51,19.53,317.74,317.80,616.55,616.79,
475,110.33,110.37,19.54,19.56,317.32,317.38,616.05,616.29,
476,110.39,110.43,19.69,19.71,314.79,314.85,614.16,614.40,
477,110.71,110.75,19.63,19.65,314.17,314.23,614.95,615.19,
478,111.01,111.05,19.62,19.64,315.81,315.87,617.34,617.58,
479,111.34,111.38,19.61,19.63,312.61,312.67,614.28,614.52,
480,111.82,111.86,19.48,19.50,314.00,314.06,616.63,616.87,
481,111.41,111.45,19.44,19.46,316.91,316.97,618.39,618.63,
482,111.51,111.55,19.44,19.46,313.69,313.75,613.94,614.18,
483,111.36,111.40,19.41,19.43,314.54,314.60,614.22,614.46,
484,111.19,111.23,19.46,19.48,314.59,314.65,613.60,613.84,
485,111.26,111.30,19.45,19.47,315.44,315.50,612.53,612.77,
486,111.76,111.80,19.45,19.47,310.60,310.66,609.86,610.10,
487,111.75,111.79,19.51,19.53,310.24,310.30,610.02,610.26,
488,111.15,111.19,19.44,19.46,308.69,308.75,607.54,607.78,
489,110.36,110.40,19.45,19.47,307.44,307.50,605.47,605.71,
490,110.47,110.51,19.43,19.45,307.63,307.69,606.01,606.25,
491,110.72,110.76,19.38,19.40,306.65,306.71,605.79,606.03,
492,111.38,111.42,19.41,19.43,302.53,302.59,603.69,603.93,
493,111.66,111.70,19.55,19.57,301.71,301.77,603.30,603.54,
494,110.33,110.37,19.64,19.66,302.27,302.33,601.75,601.99,
495,109.37,109.41,19.63,19.65,298.82,298.88,597.13,597.37,
496,110.10,110.14,19.63,19.65,301.63,301.69,600.32,600.56,
497,110.19,110.23,19.62,19.64,298.08,298.14,597.52,597.76,
498,110.54,110.58,19.58,19.60,298.85,298.91,598.36,598.60,
499,110.96,111.00,19.56,19.58,297.98,298.04,597.57,597.81,
500,111.25,111.29,19.63,19.65,301.15,301.21,601.40,601.64,
501,112.07,112.11,19.58,19.60,302.06,302.12,603.39,603.63,
502,112.65,112.69,19.61,19.63,300.57,300.63,602.96,603.20,
503,113.18,113.22,19.48,19.50,298.97,299.03,602.46,602.70,
504,112.85,112.89,19.38,19.40,301.71,301.77,604.73,604.97,
505,112.38,112.42,19.35,19.37,303.79,303.85,606.85,607.09,
506,111.94,111.98,19.37,19.39,302.43,302.49,605.04,605.28,
507,111.70,111.74,19.45,19.47,302.54,302.60,605.42,605.66,
508,112.31,112.35,19.48,19.50,302.27,302.33,605.40,605.64,
509,112.07,112.11,19.57,19.59,301.79,301.85,603.48,603.72,
510,111.40,111.44,19.65,19.67,297.72,297.78,598.74,598.98,
511,111.58,111.62,19.64,19.66,298.54,298.60,600.41,600.65,
512,111.34,111.38,19.57,19.59,295.92,295.98,596.09,596.33,
513,110.71,110.75,19.57,19.59,291.94,292.00,591.10,591.34,
514,110.80,110.84,19.54,19.56,288.11,288.17,586.83,587.07,
515,111.78,111.82,19.38,19.40,289.07,289.13,589.29,589.53,
516,112.05,112.09,19.42,19.44,291.35,291.41,591.93,592.17,
517,111.67,111.71,19.32,19.34,290.63,290.69,590.12,590.36,
518,112.39,112.43,19.41,19.43,292.56,292.62,594.25,594.49,
519,112.94,112.98,19.31,19.33,293.88,293.94,596.80,597.04,
520,112.97,113.01,19.30,19.32,295.98,296.04,599.52,599.76,
521,113.09,113.13,19.31,19.33,294.27,294.33,598.53,598.77,
522,112.70,112.74,19.31,19.33,293.24,293.30,595.98,596.22,
523,112.08,112.12,19.30,19.32,293.59,293.65,595.29,595.53,
524,111.62,111.66,19.31,19.33,295.22,295.28,596.33,596.57,
525,111.76,111.80,19.28,19.30,293.83,293.89,596.02,596.26,
526,111.88,111.92,19.33,19.35,296.19,296.25,598.04,598.28,
527,111.40,111.44,19.29,19.31,292.92,292.98,592.19,592.43,
528,111.71,111.75,19.39,19.41,290.15,290.21,590.62,590.86,
529,110.81,110.85,19.43,19.45,290.49,290.55,589.71,589.95,
530,111.23,111.27,19.42,19.44,290.80,290.86,591.45,591.69,
531,111.96,112.00,19.38,19.40,291.98,292.04,594.28,594.52,
532,112.04,112.08,19.44,19.46,288.92,288.98,590.22,590.46,
533,111.98,112.02,19.52,19.54,288.29,288.35,590.07,590.31,
534,112.53,112.57,19.47,19.49,290.97,291.03,595.62,595.86,
535,112.86,112.90,19.53,19.55,294.64,294.70,600.21,600.45,
536,113.17,113.21,19.47,19.49,294.51,294.57,600.55,600.79,
537,113.65,113.69,19.45,19.47,294.10,294.16,600.67,600.91,
538,113.94,113.98,19.42,19.44,294.63,294.69,602.61,602.85,
539,114.14,114.18,19.45,19.47,295.84,295.90,604.32,604.56,
540,113.92,113.96,19.44,19.46,295.59,295.65,603.96,604.20,
541,114.44,114.48,19.42,19.44,295.25,295.31,604.93,605.17,
542,114.09,114.13,19.36,19.38,296.01,296.07,605.71,605.95,
543,114.15,114.19,19.35,19.37,296.36,296.42,607.38,607.62,
544,114.39,114.43,19.50,19.52,297.66,297.72,609.32,609.56,
545,114.29,114.33,19.44,19.46,296.36,296.42,607.86,608.10,
546,114.64,114.68,19.46,19.48,295.77,295.83,607.42,607.66,
547,114.21,114.25,19.52,19.54,295.50,295.56,605.98,606.22,
548,114.20,114.24,19.53,19.55,296.98,297.04,607.00,607.24,
549,114.80,114.84,19.58,19.60,295.89,295.95,606.47,606.71,
550,115.13,115.17,19.56,19.58,292.69,292.75,603.40,603.64,
551,115.68,115.72,19.50,19.52,295.57,295.63,607.02,607.26,
552,115.26,115.30,19.47,19.49,292.92,292.98,603.41,603.65,
553,116.19,116.23,19.52,19.54,292.74,292.80,604.87,605.11,
554,115.74,115.78,19.54,19.56,293.32,293.38,605.49,605.73,
555,115.86,115.90,19.61,19.63,289.98,290.04,601.61,601.85,
556,115.77,115.81,19.59,19.61,291.09,291.15,601.72,601.96,
557,116.06,116.10,19.65,19.67,294.43,294.49,606.74,606.98,
558,116.05,116.09,19.75,19.77,295.46,295.52,608.99,609.23,
559,116.36,116.40,19.63,19.65,295.27,295.33,609.52,609.76,
560,117.15,117.19,19.63,19.65,293.99,294.05,611.04,611.28,
561,117.90,117.94,19.66,19.68,293.10,293.16,611.17,611.41,
562,117.87,117.91,19.63,19.65,295.40,295.46,612.80,613.04,
563,117.69,117.73,19.72,19.74,294.51,294.57,611.29,611.53,
564,116.79,116.83,19.76,19.78,295.95,296.01,608.93,609.17,
565,116.55,116.59,19.62,19.64,294.41,294.47,606.67,606.91,
566,116.50,116.54,19.46,19.48,295.28,295.34,605.21,605.45,
567,116.73,116.77,19.49,19.51,296.42,296.48,605.31,605.55,
568,116.52,116.56,19.56,19.58,294.64,294.70,604.57,604.81,
569,116.29,116.33,19.56,19.58,294.03,294.09,604.68,604.92,
570,116.63,116.67,19.47,19.49,292.27,292.33,602.36,602.60,
571,116.71,116.75,19.51,19.53,292.93,292.99,603.58,603.82,
572,116.91,116.95,19.48,19.50,290.53,290.59,602.53,602.77,
573,116.97,117.01,19.48,19.50,289.85,289.91,602.14,602.38,
574,117.35,117.39,19.47,19.49,291.22,291.28,603.37,603.61,
575,117.40,117.44,19.46,19.48,290.60,290.66,602.98,603.22,
576,117.08,117.12,19.48,19.50,293.39,293.45,603.79,604.03,
577,117.63,117.67,19.43,19.45,293.61,293.67,603.71,603.95,
578,117.22,117.26,19.29,19.31,291.63,291.69,601.38,601.62,
579,117.34,117.38,19.32,19.34,293.13,293.19,604.53,604.77,
580,117.31,117.35,19.25,19.27,295.42,295.48,606.35,606.59,
581,118.35,118.39,19.23,19.25,295.47,295.53,607.59,607.83,
582,118.26,118.30,19.26,19.28,297.27,297.33,608.14,608.38,
583,117.96,118.00,19.36,19.38,299.45,299.51,610.79,611.03,
584,117.55,117.59,19.31,19.33,299.75,299.81,610.06,610.30,
585,118.45,118.49,19.32,19.34,298.97,299.03,610.90,611.14,
586,119.13,119.17,19.28,19.30,298.28,298.34,611.31,611.55,
587,119.19,119.23,19.33,19.35,303.17,303.23,617.80,618.04,
588,119.53,119.57,19.34,19.36,308.44,308.50,623.37,623.61,
589,118.70,118.74,19.26,19.28,309.09,309.15,621.60,621.84,
590,118.42,118.46,19.23,19.25,308.62,308.68,621.21,621.45,
591,118.86,118.90,19.15,19.17,311.62,311.68,624.85,625.09,
592,120.13,120.17,19.15,19.17,311.42,311.48,628.16,628.40,
593,120.10,120.14,19.14,19.16,311.17,311.23,627.93,628.17,
594,119.66,119.70,19.17,19.19,311.16,311.22,625.38,625.62,
595,120.19,120.23,19.10,19.12,312.18,312.24,627.25,627.49,
596,119.99,120.03,19.03,19.05,309.63,309.69,623.23,623.47,
597,119.63,119.67,19.07,19.09,310.22,310.28,622.83,623.07,
598,119.76,119.80,19.05,19.07,313.04,313.10,625.53,625.77,
599,118.62,118.66,19.06,19.08,311.79,311.85,622.07,622.31,
600,117.45,117.49,19.02,19.04,311.73,311.79,620.17,620.41,
601,117.62,117.66,19.11,19.13,311.62,311.68,621.17,621.41,
602,117.20,117.24,19.01,19.03,311.01,311.07,619.54,619.78,
603,116.84,116.88,19.01,19.03,311.97,312.03,620.07,620.31,
604,116.93,116.97,18.93,18.95,308.85,308.91,616.96,617.20,
605,117.53,117.57,18.95,18.97,308.70,308.76,617.83,618.07,
606,118.78,118.82,18.88,18.90,307.62,307.68,619.60,619.84,
607,118.94,118.98,18.81,18.83,308.74,308.80,621.20,621.44,
608,117.83,117.87,18.71,18.73,309.26,309.32,619.25,619.49,
609,118.11,118.15,18.69,18.71,309.15,309.21,618.54,618.78,
610,118.06,118.10,18.68,18.70,308.91,308.97,617.95,618.19,
611,118.37,118.41,18.73,18.75,309.18,309.24,618.79,619.03,
612,117.46,117.50,18.74,18.76,309.00,309.06,617.01,617.25,
613,117.62,117.66,18.73,18.75,308.38,308.44,617.24,617.48,
614,117.84,117.88,18.73,18.75,307.45,307.51,616.83,617.07,
615,117.49,117.53,18.78,18.80,304.60,304.66,614.13,614.37,
616,116.78,116.82,18.90,18.92,304.78,304.84,613.27,613.51,
617,116.62,116.66,18.99,19.01,305.71,305.77,613.32,613.56,
618,115.26,115.30,18.96,18.98,303.38,303.44,607.81,608.05,
619,116.95,116.99,18.94,18.96,304.70,304.76,613.01,613.25,
620,116.80,116.84,18.99,19.01,304.47,304.53,610.99,611.23,
621,117.44,117.48,18.97,18.99,301.37,301.43,609.55,609.79,
622,117.08,117.12,18.93,18.95,299.31,299.37,607.88,608.12,
623,117.55,117.59,18.94,18.96,301.21,301.27,611.48,611.72,
624,118.76,118.80,18.93,18.95,301.81,301.87,615.54,615.78,
625,119.69,119.73,18.89,18.91,301.55,301.61,616.09,616.33,
626,120.07,120.11,18.84,18.86,303.37,303.43,617.98,618.22,
627,119.48,119.52,18.71,18.73,303.80,303.86,617.14,617.38,
628,120.36,120.40,18.78,18.80,306.49,306.55,620.97,621.21,
629,121.03,121.07,18.80,18.82,306.49,306.55,622.09,622.33,
630,121.33,121.37,18.85,18.87,307.39,307.45,624.53,624.77,
631,121.15,121.19,18.83,18.85,308.43,308.49,625.38,625.62,
632,121.56,121.60,18.88,18.90,305.60,305.66,624.79,625.03,
633,120.82,120.86,18.79,18.81,308.39,308.45,625.56,625.80,
634,121.53,121.57,18.84,18.86,305.19,305.25,623.62,623.86,
635,122.06,122.10,18.88,18.90,305.85,305.91,625.20,625.44,
636,121.34,121.38,18.97,18.99,304.17,304.23,622.35,622.59,
637,120.92,120.96,19.01,19.03,305.55,305.61,623.43,623.67,
638,120.25,120.29,19.01,19.03,303.81,303.87,619.91,620.15,
639,120.06,120.10,19.04,19.06,303.00,303.06,618.24,618.48,
640,120.00,120.04,19.05,19.07,301.05,301.11,616.51,616.75,
641,119.07,119.11,19.02,19.04,304.19,304.25,617.13,617.37,
642,118.85,118.89,18.93,18.95,301.67,301.73,613.68,613.92,
643,118.40,118.44,18.93,18.95,298.90,298.96,610.09,610.33,
644,118.17,118.21,18.89,18.91,301.06,301.12,611.68,611.92,
645,117.84,117.88,18.85,18.87,298.43,298.49,608.26,608.50,
646,118.73,118.77,18.75,18.77,296.48,296.54,608.13,608.37,
647,119.58,119.62,18.83,18.85,295.22,295.28,609.33,609.57,
648,119.52,119.56,18.69,18.71,296.16,296.22,610.42,610.66,
649,119.30,119.34,18.63,18.65,292.66,292.72,606.60,606.84,
650,119.54,119.58,18.50,18.52,292.80,292.86,606.97,607.21,
651,119.75,119.79,18.48,18.50,291.04,291.10,605.14,605.38,
652,119.03,119.07,18.49,18.51,289.82,289.88,601.79,602.03,
653,118.28,118.32,18.55,18.57,287.38,287.44,597.61,597.85,
654,118.84,118.88,18.52,18.54,286.67,286.73,597.67,597.91,
655,119.70,119.74,18.48,18.50,286.99,287.05,600.64,600.88,
656,119.10,119.14,18.64,18.66,285.93,285.99,599.73,599.97,
657,119.43,119.47,18.68,18.70,285.67,285.73,600.15,600.39,
658,118.90,118.94,18.70,18.72,285.86,285.92,599.48,599.72,
659,119.13,119.17,18.79,18.81,286.22,286.28,598.79,599.03,
660,118.52,118.56,18.78,18.80,286.17,286.23,597.38,597.62,
661,119.08,119.12,18.83,18.85,284.40,284.46,597.22,597.46,
662,119.54,119.58,18.81,18.83,285.14,285.20,598.74,598.98,
663,118.77,118.81,18.74,18.76,284.19,284.25,597.17,597.41,
664,117.90,117.94,18.76,18.78,281.18,281.24,591.49,591.73,
665,117.11,117.15,18.80,18.82,281.95,282.01,591.38,591.62,
666,117.90,117.94,18.81,18.83,283.33,283.39,594.21,594.45,
667,117.91,117.95,18.69,18.71,282.69,282.75,592.63,592.87,
668,117.36,117.40,18.55,18.57,283.26,283.32,592.98,593.22,
669,116.96,117.00,18.56,18.58,282.78,282.84,591.44,591.68,
670,117.52,117.56,18.55,18.57,284.39,284.45,594.40,594.64,
671,118.10,118.14,18.47,18.49,285.16,285.22,596.06,596.30,
672,117.58,117.62,18.49,18.51,285.97,286.03,595.80,596.04,
673,118.16,118.20,18.50,18.52,284.25,284.31,595.76,596.00,
674,117.83,117.87,18.55,18.57,284.50,284.56,596.35,596.59,
675,118.00,118.04,18.54,18.56,283.79,283.85,596.34,596.58,
676,117.67,117.71,18.53,18.55,283.33,283.39,594.97,595.21,
677,117.30,117.34,18.53,18.55,280.95,281.01,590.35,590.59,
678,117.37,117.41,18.50,18.52,281.83,281.89,591.42,591.66,
679,117.66,117.70,18.43,18.45,283.28,283.34,594.01,594.25,
680,117.94,117.98,18.50,18.52,288.76,288.82,601.28,601.52,
681,117.61,117.65,18.58,18.60,291.42,291.48,602.95,603.19,
682,118.03,118.07,18.70,18.72,294.83,294.89,608.01,608.25,
683,117.24,117.28,18.59,18.61,295.11,295.17,606.69,606.93,
684,117.67,117.71,18.57,18.59,295.42,295.48,607.63,607.87,
685,117.83,117.87,18.62,18.64,294.89,294.95,607.63,607.87,
686,118.78,118.82,18.64,18.66,293.77,293.83,608.67,608.91,
687,119.71,119.75,18.58,18.60,293.40,293.46,609.92,610.16,
688,120.34,120.38,18.60,18.62,289.47,289.53,607.46,607.70,
689,121.30,121.34,18.63,18.65,288.61,288.67,608.42,608.66,
690,120.37,120.41,18.48,18.50,291.33,291.39,608.82,609.06,
691,120.31,120.35,18.57,18.59,291.80,291.86,610.32,610.56,
692,120.15,120.19,18.51,18.53,289.89,289.95,606.75,606.99,
693,119.29,119.33,18.51,18.53,290.79,290.85,605.35,605.59,
694,120.49,120.53,18.58,18.60,289.41,289.47,607.76,608.00,
695,120.79,120.83,18.45,18.47,285.94,286.00,605.37,605.61,
696,120.72,120.76,18.41,18.43,286.89,286.95,604.75,604.99,
697,121.67,121.71,18.44,18.46,289.14,289.20,607.58,607.82,
698,121.96,122.00,18.39,18.41,288.68,288.74,606.71,606.95,
699,122.33,122.37,18.40,18.42,284.40,284.46,601.93,602.17,
700,122.25,122.29,18.38,18.40,281.24,281.30,598.50,598.74,
701,122.40,122.44,18.35,18.37,281.97,282.03,598.84,599.08,
702,123.25,123.29,18.29,18.31,285.15,285.21,603.34,603.58,
703,123.47,123.51,18.26,18.28,283.60,283.66,600.97,601.21,
704,123.56,123.60,18.22,18.24,281.05,281.11,597.99,598.23,
705,123.14,123.18,18.13,18.15,283.20,283.26,598.09,598.33,
706,123.45,123.49,18.10,18.12,285.61,285.67,600.21,600.45,
707,123.40,123.44,18.17,18.19,286.24,286.30,601.71,601.95,
708,123.61,123.65,18.12,18.14,286.06,286.12,601.21,601.45,
709,124.25,124.29,18.11,18.13,282.78,282.84,599.45,599.69,
710,124.39,124.43,18.18,18.20,280.12,280.18,597.02,597.26,
711,124.39,124.43,18.17,18.19,279.62,279.68,598.01,598.25,
712,123.75,123.79,18.20,18.22,279.55,279.61,598.60,598.84,
713,123.90,123.94,18.31,18.33,277.29,277.35,597.81,598.05,
714,124.50,124.54,18.31,18.33,274.73,274.79,596.57,596.81,
715,124.77,124.81,18.23,18.25,272.66,272.72,594.97,595.21,
716,124.68,124.72,18.18,18.20,273.79,273.85,595.12,595.36,
717,125.20,125.24,18.06,18.08,272.49,272.55,594.37,594.61,
718,124.97,125.01,18.05,18.07,273.33,273.39,594.92,595.16,
719,125.05,125.09,18.12,18.14,272.59,272.65,593.93,594.17,
720,125.46,125.50,18.08,18.10,271.99,272.05,594.41,594.65,
721,125.28,125.32,18.02,18.04,271.60,271.66,593.72,593.96,
722,125.64,125.68,18.07,18.09,272.33,272.39,593.48,593.72,
723,126.09,126.13,18.06,18.08,272.10,272.16,596.28,596.52,
724,126.19,126.23,18.11,18.13,272.62,272.68,598.08,598.32,
725,126.05,126.09,18.14,18.16,274.95,275.01,600.59,600.83,
726,125.73,125.77,18.14,18.16,274.43,274.49,599.99,600.23,
727,125.55,125.59,18.12,18.14,275.49,275.55,601.35,601.59,
728,125.81,125.85,18.13,18.15,275.36,275.42,601.30,601.54,
729,125.81,125.85,18.16,18.18,275.14,275.20,600.16,600.40,
730,126.46,126.50,18.15,18.17,274.27,274.33,602.58,602.82,
731,126.40,126.44,18.13,18.15,274.59,274.65,602.28,602.52,
732,126.89,126.93,18.15,18.17,276.65,276.71,606.07,606.31,
733,126.78,126.82,18.12,18.14,276.55,276.61,606.79,607.03,
734,126.41,126.45,18.11,18.13,277.61,277.67,607.56,607.80,
735,125.59,125.63,18.11,18.13,276.24,276.30,604.26,604.50,
736,125.18,125.22,18.16,18.18,273.33,273.39,600.72,600.96,
737,125.38,125.42,18.14,18.16,274.11,274.17,601.92,602.16,
738,125.23,125.27,18.05,18.07,273.58,273.64,601.09,601.33,
739,125.70,125.74,18.10,18.12,272.94,273.00,601.85,602.09,
740,126.43,126.47,18.14,18.16,275.35,275.41,605.87,606.11,
741,126.05,126.09,18.15,18.17,278.41,278.47,607.30,607.54,
742,126.29,126.33,18.18,18.20,277.72,277.78,605.67,605.91,
743,126.27,126.31,18.15,18.17,278.16,278.22,606.36,606.60,
744,125.67,125.71,18.23,18.25,277.29,277.35,603.74,603.98,
745,126.73,126.77,18.25,18.27,280.66,280.72,609.08,609.32,
746,126.21,126.25,18.25,18.27,280.41,280.47,608.22,608.46,
747,126.24,126.28,18.28,18.30,278.83,278.89,606.09,606.33,
748,125.32,125.36,18.28,18.30,280.81,280.87,605.97,606.21,
749,125.38,125.42,18.25,18.27,278.35,278.41,602.84,603.08,
750,125.92,125.96,18.32,18.34,277.09,277.15,602.26,602.50,
751,125.70,125.74,18.39,18.41,277.64,277.70,602.71,602.95,
752,126.19,126.23,18.39,18.41,276.88,276.94,602.47,602.71,
753,126.08,126.12,18.37,18.39,278.06,278.12,604.67,604.91,
754,125.64,125.68,18.42,18.44,278.16,278.22,604.59,604.83,
755,126.13,126.17,18.35,18.37,277.36,277.42,604.03,604.27,
756,125.56,125.60,18.55,18.57,276.92,276.98,603.22,603.46,
757,125.95,125.99,18.49,18.51,278.39,278.45,605.11,605.35,
758,126.56,126.60,18.54,18.56,276.37,276.43,604.61,604.85,
759,126.68,126.72,18.60,18.62,277.54,277.60,605.95,606.19,
760,126.89,126.93,18.65,18.67,275.38,275.44,605.48,605.72,
761,125.58,125.62,18.52,18.54,272.94,273.00,600.49,600.73,
762,125.88,125.92,18.55,18.57,270.00,270.06,597.84,598.08,
763,126.02,126.06,18.61,18.63,270.60,270.66,599.36,599.60,
764,125.63,125.67,18.64,18.66,269.44,269.50,597.15,597.39,
765,125.71,125.75,18.71,18.73,269.85,269.91,597.94,598.18,
766,125.70,125.74,18.83,18.85,271.84,271.90,599.42,599.66,
767,125.25,125.29,18.80,18.82,268.77,268.83,594.94,595.18,
768,125.65,125.69,18.69,18.71,265.05,265.11,591.83,592.07,
769,125.49,125.53,18.64,18.66,265.48,265.54,592.81,593.05,
770,125.78,125.82,18.67,18.69,266.12,266.18,594.03,594.27,
771,125.53,125.57,18.55,18.57,264.94,265.00,592.53,592.77,
772,125.61,125.65,18.61,18.63,268.08,268.14,595.02,595.26,
773,126.09,126.13,18.58,18.60,269.17,269.23,596.96,597.20,
774,125.58,125.62,18.67,18.69,270.94,271.00,598.75,598.99,
775,125.75,125.79,18.75,18.77,271.44,271.50,598.99,599.23,
776,125.48,125.52,18.69,18.71,271.61,271.67,597.92,598.16,
777,125.33,125.37,18.59,18.61,269.85,269.91,594.76,595.00,
778,125.30,125.34,18.57,18.59,271.06,271.12,595.23,595.47,
779,125.26,125.30,18.50,18.52,271.99,272.05,596.13,596.37,
780,124.35,124.39,18.47,18.49,270.48,270.54,591.48,591.72,
781,124.30,124.34,18.59,18.61,269.37,269.43,590.72,590.96,
782,124.00,124.04,18.54,18.56,268.47,268.53,589.01,589.25,
783,124.02,124.06,18.49,18.51,267.62,267.68,587.84,588.08,
784,123.30,123.34,18.45,18.47,264.56,264.62,583.86,584.10,
785,123.06,123.10,18.45,18.47,265.10,265.16,583.97,584.21,
786,122.60,122.64,18.46,18.48,265.38,265.44,582.54,582.78,
787,122.34,122.38,18.30,18.32,264.46,264.52,580.66,580.90,
788,121.41,121.45,18.35,18.37,263.29,263.35,577.45,577.69,
789,121.03,121.07,18.25,18.27,262.29,262.35,575.63,575.87,
790,121.23,121.27,18.23,18.25,262.95,263.01,576.64,576.88,
791,120.58,120.62,18.13,18.15,262.78,262.84,573.64,573.88,
